region_from,region_to,SC,module_from,overlapping_from,module_to,overlapping_to
rh_R_RSC,rh_R_9p,3.126695862,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_9p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_9p,6.147835829,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_9p,7.229244762,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_9p,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_9p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_9p,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_9p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_9p,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_9p,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_9p,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_FOP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_FOP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_FOP4,6.320348279,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_FOP4,3.385939354,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_FOP4,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_FOP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_FOP4,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_FOP4,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_FOP4,5.587156964,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_FOP4,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_FOP4,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_SFL,4.652128289,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_SFL,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_SFL,7.43807348,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_SFL,6.002880304,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_SFL,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_SFL,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_SFL,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_SFL,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_SFL,3.937636084,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_SFL,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_SFL,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_a10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_a10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_a10p,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_a10p,4.19922248,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_a10p,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_a10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_a10p,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_a10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_a10p,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_a10p,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_a10p,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_a47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_a47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_a47r,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_a47r,4.463986881,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_a47r,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_a47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_a47r,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_a47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_a47r,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_a47r,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_a47r,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_p10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_p10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_p10p,4.701795388,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_p10p,5.529364549,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_p10p,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_p10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_p10p,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_p10p,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_p10p,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_p10p,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_p10p,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_p32,4.687432418,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_p32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_p32,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_p32,7.619564974,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_p32,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_p32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_p32,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_p32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_p32,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_p32,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_p32,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_s32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_s32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_s32,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_s32,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_s32,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_s32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_s32,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_s32,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_s32,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_s32,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_s32,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_s6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_POS2,rh_R_s6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_8BM,rh_R_s6-8,5.26699126,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_9m,rh_R_s6-8,4.492926763,Anterior frontal + cingulate and adj. cortex,Overlapping,Anterior frontal,Non-overlapping
rh_R_PoI2,rh_R_s6-8,0.0,Somatomotor + insula and post. temporal,Overlapping,Anterior frontal,Non-overlapping
rh_R_PeEc,rh_R_s6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_A5,rh_R_s6-8,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PHA1,rh_R_s6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_PFm,rh_R_s6-8,0.0,Fronto-parietal + somatomotor,Overlapping,Anterior frontal,Non-overlapping
rh_R_PGs,rh_R_s6-8,0.0,Visual + fronto-parietal,Overlapping,Anterior frontal,Non-overlapping
rh_R_A4,rh_R_s6-8,0.0,Insula and post. temporal + visual,Overlapping,Anterior frontal,Non-overlapping
rh_R_RSC,rh_R_10pp,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_10pp,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_10pp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_10pp,5.307671421,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_10pp,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_10pp,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_10pp,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_10pp,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_10pp,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_10pp,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_10pp,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_23c,6.954010295,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_23c,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_23c,6.470368545,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_23c,5.358491372,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_23c,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_23c,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_23c,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_23c,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_23c,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_23c,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_23c,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_23d,5.99559214,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_23d,5.457872651,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_23d,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_23d,5.278251164,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_23d,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_23d,2.71749185,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_23d,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_23d,2.496077596,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_23d,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_23d,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_23d,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_24dd,8.755688002,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_24dd,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_24dd,5.550781801,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_24dd,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_24dd,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_24dd,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_24dd,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_24dd,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_24dd,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_24dd,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_24dd,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_24dv,7.144650315,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_24dv,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_24dv,5.785686175,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_24dv,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_24dv,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_24dv,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_24dv,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_24dv,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_24dv,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_24dv,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_24dv,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_25,4.702388902,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_25,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_25,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_25,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_25,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_25,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_25,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_25,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_25,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_25,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_25,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_31a,6.322767632,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_31a,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_31a,5.776973396,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_31a,5.178744963,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_31a,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_31a,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_31a,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PHA1,rh_R_31a,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PFm,rh_R_31a,0.0,Fronto-parietal + somatomotor,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PGs,rh_R_31a,0.0,Visual + fronto-parietal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A4,rh_R_31a,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_RSC,rh_R_31pd,6.155458563,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_POS2,rh_R_31pd,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_8BM,rh_R_31pd,4.826881209,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_9m,rh_R_31pd,4.699524207,Anterior frontal + cingulate and adj. cortex,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PoI2,rh_R_31pd,0.0,Somatomotor + insula and post. temporal,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_PeEc,rh_R_31pd,0.0,Cingulate and adj. cortex + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
rh_R_A5,rh_R_31pd,0.0,Insula and post. temporal + visual,Overlapping,Cingulate and adj. cortex,Non-overlapping
